sale_id,date,store_id,product_id,quantity,unit_price,revenue
SAL000080,2026-05-08,STR004,PRD025,4,1899.0,7596.0
SAL000081,2026-05-08,STR004,PRD026,4,299.0,1196.0
SAL000082,2026-05-08,STR004,PRD027,1,179.0,179.0
SAL000083,2026-05-08,STR004,PRD028,2,499.0,998.0
SAL000084,2026-05-08,STR004,PRD030,6,199.0,1194.0
SAL000085,2026-05-08,STR004,PRD031,2,999.0,1998.0
SAL000086,2026-05-08,STR004,PRD032,1,699.0,699.0
SAL000087,2026-05-08,STR004,PRD034,1,399.0,399.0
SAL000088,2026-05-08,STR004,PRD036,2,329.0,658.0
SAL000089,2026-05-08,STR004,PRD039,2,299.0,598.0
SAL000090,2026-05-08,STR004,PRD040,5,249.0,1245.0
SAL000091,2026-05-09,STR001,PRD001,8,599.0,4792.0
SAL000092,2026-05-09,STR001,PRD002,4,2899.0,11596.0
SAL000093,2026-05-09,STR001,PRD003,4,3499.0,13996.0
SAL000094,2026-05-09,STR001,PRD004,7,1199.0,8393.0
SAL000095,2026-05-09,STR001,PRD005,4,2299.0,9196.0
SAL000096,2026-05-09,STR001,PRD006,4,1799.0,7196.0
SAL000097,2026-05-09,STR001,PRD009,8,299.0,2392.0
SAL000098,2026-05-09,STR001,PRD012,3,199.0,597.0
SAL000099,2026-05-09,STR001,PRD013,3,249.0,747.0
SAL000100,2026-05-09,STR001,PRD017,3,649.0,1947.0
SAL000101,2026-05-09,STR001,PRD018,4,899.0,3596.0
SAL000102,2026-05-09,STR001,PRD023,4,1299.0,5196.0
SAL000103,2026-05-09,STR001,PRD025,3,1899.0,5697.0
SAL000104,2026-05-09,STR001,PRD026,3,299.0,897.0
SAL000105,2026-05-09,STR001,PRD028,5,499.0,2495.0
SAL000106,2026-05-09,STR001,PRD030,4,199.0,796.0
SAL000107,2026-05-09,STR001,PRD034,1,399.0,399.0
SAL000108,2026-05-09,STR001,PRD035,9,449.0,4041.0
SAL000109,2026-05-09,STR001,PRD036,3,329.0,987.0
SAL000110,2026-05-09,STR001,PRD037,3,379.0,1137.0
SAL000111,2026-05-09,STR001,PRD039,9,299.0,2691.0
SAL000112,2026-05-09,STR001,PRD040,9,249.0,2241.0
SAL000113,2026-05-09,STR002,PRD001,3,599.0,1797.0
SAL000114,2026-05-09,STR002,PRD002,3,2899.0,8697.0
SAL000115,2026-05-09,STR002,PRD003,4,3499.0,13996.0
SAL000116,2026-05-09,STR002,PRD004,4,1199.0,4796.0
SAL000117,2026-05-09,STR002,PRD005,1,2299.0,2299.0
SAL000118,2026-05-09,STR002,PRD006,1,1799.0,1799.0
SAL000119,2026-05-09,STR002,PRD008,3,1499.0,4497.0
SAL000120,2026-05-09,STR002,PRD009,6,299.0,1794.0
SAL000121,2026-05-09,STR002,PRD012,3,199.0,597.0
SAL000122,2026-05-09,STR002,PRD014,1,899.0,899.0
SAL000123,2026-05-09,STR002,PRD018,4,899.0,3596.0
SAL000124,2026-05-09,STR002,PRD021,3,1099.0,3297.0
SAL000125,2026-05-09,STR002,PRD024,1,1499.0,1499.0
SAL000126,2026-05-09,STR002,PRD026,7,299.0,2093.0
SAL000127,2026-05-09,STR002,PRD027,3,179.0,537.0
SAL000128,2026-05-09,STR002,PRD028,4,499.0,1996.0
SAL000129,2026-05-09,STR002,PRD029,4,349.0,1396.0
SAL000130,2026-05-09,STR002,PRD034,4,399.0,1596.0
SAL000131,2026-05-09,STR002,PRD036,6,329.0,1974.0
SAL000132,2026-05-09,STR002,PRD037,4,379.0,1516.0
SAL000133,2026-05-09,STR002,PRD038,6,429.0,2574.0
SAL000134,2026-05-09,STR002,PRD039,6,299.0,1794.0
SAL000135,2026-05-09,STR002,PRD040,9,249.0,2241.0
SAL000136,2026-05-09,STR003,PRD001,7,599.0,4193.0
SAL000137,2026-05-09,STR003,PRD002,1,2899.0,2899.0
SAL000138,2026-05-09,STR003,PRD004,7,1199.0,8393.0
SAL000139,2026-05-09,STR003,PRD008,5,1499.0,7495.0
SAL000140,2026-05-09,STR003,PRD009,8,299.0,2392.0
SAL000141,2026-05-09,STR003,PRD013,4,249.0,996.0
SAL000142,2026-05-09,STR003,PRD016,4,1199.0,4796.0
SAL000143,2026-05-09,STR003,PRD017,2,649.0,1298.0
SAL000144,2026-05-09,STR003,PRD018,2,899.0,1798.0
SAL000145,2026-05-09,STR003,PRD023,1,1299.0,1299.0
SAL000146,2026-05-09,STR003,PRD024,2,1499.0,2998.0
SAL000147,2026-05-09,STR003,PRD025,4,1899.0,7596.0
SAL000148,2026-05-09,STR003,PRD026,6,299.0,1794.0
SAL000149,2026-05-09,STR003,PRD028,4,499.0,1996.0
SAL000150,2026-05-09,STR003,PRD030,8,199.0,1592.0
SAL000151,2026-05-09,STR003,PRD036,4,329.0,1316.0
SAL000152,2026-05-09,STR003,PRD037,1,379.0,379.0
SAL000153,2026-05-09,STR003,PRD038,5,429.0,2145.0
SAL000154,2026-05-09,STR003,PRD039,2,299.0,598.0
SAL000155,2026-05-09,STR003,PRD040,8,249.0,1992.0
SAL000156,2026-05-09,STR004,PRD001,9,599.0,5391.0
SAL000157,2026-05-09,STR004,PRD003,2,3499.0,6998.0
SAL000158,2026-05-09,STR004,PRD004,9,1199.0,10791.0
SAL000159,2026-05-09,STR004,PRD005,1,2299.0,2299.0
SAL000160,2026-05-09,STR004,PRD007,6,1999.0,11994.0
SAL000161,2026-05-09,STR004,PRD008,2,1499.0,2998.0
SAL000162,2026-05-09,STR004,PRD010,1,1299.0,1299.0
SAL000163,2026-05-09,STR004,PRD021,2,1099.0,2198.0
SAL000164,2026-05-09,STR004,PRD023,4,1299.0,5196.0
SAL000165,2026-05-09,STR004,PRD026,7,299.0,2093.0
SAL000166,2026-05-09,STR004,PRD027,2,179.0,358.0
SAL000167,2026-05-09,STR004,PRD028,2,499.0,998.0
SAL000168,2026-05-09,STR004,PRD030,5,199.0,995.0
SAL000169,2026-05-09,STR004,PRD031,1,999.0,999.0
SAL000170,2026-05-09,STR004,PRD032,1,699.0,699.0
SAL000171,2026-05-09,STR004,PRD034,2,399.0,798.0
SAL000172,2026-05-09,STR004,PRD035,2,449.0,898.0
SAL000173,2026-05-09,STR004,PRD036,6,329.0,1974.0
SAL000174,2026-05-09,STR004,PRD037,2,379.0,758.0
SAL000175,2026-05-09,STR004,PRD039,7,299.0,2093.0
SAL000176,2026-05-10,STR001,PRD001,8,599.0,4792.0
SAL000177,2026-05-10,STR001,PRD002,1,2899.0,2899.0
SAL000178,2026-05-10,STR001,PRD004,7,1199.0,8393.0
SAL000179,2026-05-10,STR001,PRD007,4,1999.0,7996.0
SAL000180,2026-05-10,STR001,PRD008,4,1499.0,5996.0
SAL000181,2026-05-10,STR001,PRD009,3,299.0,897.0
SAL000182,2026-05-10,STR001,PRD010,9,1299.0,11691.0
SAL000183,2026-05-10,STR001,PRD015,5,449.0,2245.0
SAL000184,2026-05-10,STR001,PRD018,3,899.0,2697.0
SAL000185,2026-05-10,STR001,PRD019,3,1399.0,4197.0
SAL000186,2026-05-10,STR001,PRD020,4,1499.0,5996.0
SAL000187,2026-05-10,STR001,PRD021,3,1099.0,3297.0
SAL000188,2026-05-10,STR001,PRD023,5,1299.0,6495.0
SAL000189,2026-05-10,STR001,PRD024,5,1499.0,7495.0
SAL000190,2026-05-10,STR001,PRD025,1,1899.0,1899.0
SAL000191,2026-05-10,STR001,PRD026,9,299.0,2691.0
SAL000192,2026-05-10,STR001,PRD027,4,179.0,716.0
SAL000193,2026-05-10,STR001,PRD028,3,499.0,1497.0
SAL000194,2026-05-10,STR001,PRD030,3,199.0,597.0
SAL000195,2026-05-10,STR001,PRD032,1,699.0,699.0
SAL000196,2026-05-10,STR001,PRD034,5,399.0,1995.0
SAL000197,2026-05-10,STR001,PRD035,10,449.0,4490.0
SAL000198,2026-05-10,STR001,PRD037,4,379.0,1516.0
SAL000199,2026-05-10,STR001,PRD039,8,299.0,2392.0
SAL000200,2026-05-10,STR002,PRD001,4,599.0,2396.0
SAL000201,2026-05-10,STR002,PRD003,1,3499.0,3499.0
SAL000202,2026-05-10,STR002,PRD007,4,1999.0,7996.0
SAL000203,2026-05-10,STR002,PRD008,3,1499.0,4497.0
SAL000204,2026-05-10,STR002,PRD009,6,299.0,1794.0
SAL000205,2026-05-10,STR002,PRD011,1,1599.0,1599.0
SAL000206,2026-05-10,STR002,PRD013,1,249.0,249.0
SAL000207,2026-05-10,STR002,PRD015,4,449.0,1796.0
SAL000208,2026-05-10,STR002,PRD016,4,1199.0,4796.0
SAL000209,2026-05-10,STR002,PRD017,6,649.0,3894.0
SAL000210,2026-05-10,STR002,PRD019,3,1399.0,4197.0
SAL000211,2026-05-10,STR002,PRD023,4,1299.0,5196.0
SAL000212,2026-05-10,STR002,PRD026,7,299.0,2093.0
SAL000213,2026-05-10,STR002,PRD027,4,179.0,716.0
SAL000214,2026-05-10,STR002,PRD028,4,499.0,1996.0
SAL000215,2026-05-10,STR002,PRD030,7,199.0,1393.0
SAL000216,2026-05-10,STR002,PRD031,6,999.0,5994.0
SAL000217,2026-05-10,STR002,PRD034,6,399.0,2394.0
SAL000218,2026-05-10,STR002,PRD036,4,329.0,1316.0
SAL000219,2026-05-10,STR002,PRD037,4,379.0,1516.0
SAL000220,2026-05-10,STR002,PRD038,4,429.0,1716.0
SAL000221,2026-05-10,STR002,PRD039,9,299.0,2691.0
SAL000222,2026-05-10,STR003,PRD001,8,599.0,4792.0
SAL000223,2026-05-10,STR003,PRD002,2,2899.0,5798.0
SAL000224,2026-05-10,STR003,PRD004,6,1199.0,7194.0
SAL000225,2026-05-10,STR003,PRD005,1,2299.0,2299.0
SAL000226,2026-05-10,STR003,PRD006,2,1799.0,3598.0
SAL000227,2026-05-10,STR003,PRD007,4,1999.0,7996.0
SAL000228,2026-05-10,STR003,PRD008,4,1499.0,5996.0
SAL000229,2026-05-10,STR003,PRD009,7,299.0,2093.0
SAL000230,2026-05-10,STR003,PRD013,5,249.0,1245.0
SAL000231,2026-05-10,STR003,PRD015,1,449.0,449.0
SAL000232,2026-05-10,STR003,PRD017,2,649.0,1298.0
SAL000233,2026-05-10,STR003,PRD018,4,899.0,3596.0
SAL000234,2026-05-10,STR003,PRD023,1,1299.0,1299.0
SAL000235,2026-05-10,STR003,PRD025,4,1899.0,7596.0
SAL000236,2026-05-10,STR003,PRD026,2,299.0,598.0
SAL000237,2026-05-10,STR003,PRD028,2,499.0,998.0
SAL000238,2026-05-10,STR003,PRD030,8,199.0,1592.0
SAL000239,2026-05-10,STR003,PRD034,1,399.0,399.0
SAL000240,2026-05-10,STR003,PRD036,6,329.0,1974.0
SAL000241,2026-05-10,STR003,PRD037,1,379.0,379.0
SAL000242,2026-05-10,STR003,PRD038,5,429.0,2145.0
SAL000243,2026-05-10,STR003,PRD039,2,299.0,598.0
SAL000244,2026-05-10,STR003,PRD040,2,249.0,498.0
SAL000245,2026-05-10,STR004,PRD001,9,599.0,5391.0
SAL000246,2026-05-10,STR004,PRD002,2,2899.0,5798.0
SAL000247,2026-05-10,STR004,PRD005,1,2299.0,2299.0
SAL000248,2026-05-10,STR004,PRD006,5,1799.0,8995.0
SAL000249,2026-05-10,STR004,PRD007,4,1999.0,7996.0
SAL000250,2026-05-10,STR004,PRD009,6,299.0,1794.0
SAL000251,2026-05-10,STR004,PRD010,2,1299.0,2598.0
SAL000252,2026-05-10,STR004,PRD011,1,1599.0,1599.0
SAL000253,2026-05-10,STR004,PRD015,2,449.0,898.0
SAL000254,2026-05-10,STR004,PRD016,1,1199.0,1199.0
SAL000255,2026-05-10,STR004,PRD017,2,649.0,1298.0
SAL000256,2026-05-10,STR004,PRD019,2,1399.0,2798.0
SAL000257,2026-05-10,STR004,PRD020,5,1499.0,7495.0
SAL000258,2026-05-10,STR004,PRD021,2,1099.0,2198.0
SAL000259,2026-05-10,STR004,PRD023,5,1299.0,6495.0
SAL000260,2026-05-10,STR004,PRD024,2,1499.0,2998.0
SAL000261,2026-05-10,STR004,PRD026,9,299.0,2691.0
SAL000262,2026-05-10,STR004,PRD029,1,349.0,349.0
SAL000263,2026-05-10,STR004,PRD030,9,199.0,1791.0
SAL000264,2026-05-10,STR004,PRD031,4,999.0,3996.0
SAL000265,2026-05-10,STR004,PRD033,1,849.0,849.0
SAL000266,2026-05-10,STR004,PRD036,5,329.0,1645.0
SAL000267,2026-05-10,STR004,PRD037,5,379.0,1895.0
SAL000268,2026-05-10,STR004,PRD039,5,299.0,1495.0
SAL000269,2026-05-10,STR004,PRD040,6,249.0,1494.0
SAL000270,2026-05-11,STR001,PRD001,6,599.0,3594.0
SAL000271,2026-05-11,STR001,PRD002,4,2899.0,11596.0
SAL000272,2026-05-11,STR001,PRD004,2,1199.0,2398.0
SAL000273,2026-05-11,STR001,PRD005,3,2299.0,6897.0
SAL000274,2026-05-11,STR001,PRD007,2,1999.0,3998.0
SAL000275,2026-05-11,STR001,PRD009,4,299.0,1196.0
SAL000276,2026-05-11,STR001,PRD010,5,1299.0,6495.0
SAL000277,2026-05-11,STR001,PRD011,4,1599.0,6396.0
SAL000278,2026-05-11,STR001,PRD013,4,249.0,996.0
SAL000279,2026-05-11,STR001,PRD015,1,449.0,449.0
SAL000280,2026-05-11,STR001,PRD016,4,1199.0,4796.0
SAL000281,2026-05-11,STR001,PRD017,1,649.0,649.0
SAL000282,2026-05-11,STR001,PRD021,4,1099.0,4396.0
SAL000283,2026-05-11,STR001,PRD024,3,1499.0,4497.0
SAL000284,2026-05-11,STR001,PRD025,1,1899.0,1899.0
SAL000285,2026-05-11,STR001,PRD027,1,179.0,179.0
SAL000286,2026-05-11,STR001,PRD028,5,499.0,2495.0
SAL000287,2026-05-11,STR001,PRD029,2,349.0,698.0
SAL000288,2026-05-11,STR001,PRD030,6,199.0,1194.0
SAL000289,2026-05-11,STR001,PRD034,2,399.0,798.0
SAL000290,2026-05-11,STR001,PRD036,7,329.0,2303.0
SAL000291,2026-05-11,STR001,PRD037,1,379.0,379.0
SAL000292,2026-05-11,STR001,PRD039,3,299.0,897.0
SAL000293,2026-05-11,STR001,PRD040,4,249.0,996.0
SAL000294,2026-05-11,STR002,PRD001,7,599.0,4193.0
SAL000295,2026-05-11,STR002,PRD002,2,2899.0,5798.0
SAL000296,2026-05-11,STR002,PRD005,1,2299.0,2299.0
SAL000297,2026-05-11,STR002,PRD007,5,1999.0,9995.0
SAL000298,2026-05-11,STR002,PRD008,3,1499.0,4497.0
SAL000299,2026-05-11,STR002,PRD009,6,299.0,1794.0
SAL000300,2026-05-11,STR002,PRD011,2,1599.0,3198.0
SAL000301,2026-05-11,STR002,PRD012,2,199.0,398.0
SAL000302,2026-05-11,STR002,PRD016,3,1199.0,3597.0
SAL000303,2026-05-11,STR002,PRD018,2,899.0,1798.0
SAL000304,2026-05-11,STR002,PRD023,5,1299.0,6495.0
SAL000305,2026-05-11,STR002,PRD024,5,1499.0,7495.0
SAL000306,2026-05-11,STR002,PRD025,3,1899.0,5697.0
SAL000307,2026-05-11,STR002,PRD028,6,499.0,2994.0
SAL000308,2026-05-11,STR002,PRD029,5,349.0,1745.0
SAL000309,2026-05-11,STR002,PRD030,8,199.0,1592.0
SAL000310,2026-05-11,STR002,PRD031,5,999.0,4995.0
SAL000311,2026-05-11,STR002,PRD036,2,329.0,658.0
SAL000312,2026-05-11,STR002,PRD037,3,379.0,1137.0
SAL000313,2026-05-11,STR002,PRD040,7,249.0,1743.0
SAL000314,2026-05-11,STR003,PRD002,2,2899.0,5798.0
SAL000315,2026-05-11,STR003,PRD003,2,3499.0,6998.0
SAL000316,2026-05-11,STR003,PRD004,4,1199.0,4796.0
SAL000317,2026-05-11,STR003,PRD005,3,2299.0,6897.0
SAL000318,2026-05-11,STR003,PRD006,1,1799.0,1799.0
SAL000319,2026-05-11,STR003,PRD011,4,1599.0,6396.0
SAL000320,2026-05-11,STR003,PRD013,1,249.0,249.0
SAL000321,2026-05-11,STR003,PRD016,2,1199.0,2398.0
SAL000322,2026-05-11,STR003,PRD018,1,899.0,899.0
SAL000323,2026-05-11,STR003,PRD021,2,1099.0,2198.0
SAL000324,2026-05-11,STR003,PRD024,1,1499.0,1499.0
SAL000325,2026-05-11,STR003,PRD025,3,1899.0,5697.0
SAL000326,2026-05-11,STR003,PRD026,3,299.0,897.0
SAL000327,2026-05-11,STR003,PRD027,2,179.0,358.0
SAL000328,2026-05-11,STR003,PRD028,2,499.0,998.0
SAL000329,2026-05-11,STR003,PRD030,7,199.0,1393.0
SAL000330,2026-05-11,STR003,PRD031,2,999.0,1998.0
SAL000331,2026-05-11,STR003,PRD034,1,399.0,399.0
SAL000332,2026-05-11,STR003,PRD036,4,329.0,1316.0
SAL000333,2026-05-11,STR003,PRD038,4,429.0,1716.0
SAL000334,2026-05-11,STR004,PRD001,5,599.0,2995.0
SAL000335,2026-05-11,STR004,PRD003,3,3499.0,10497.0
SAL000336,2026-05-11,STR004,PRD004,5,1199.0,5995.0
SAL000337,2026-05-11,STR004,PRD006,4,1799.0,7196.0
SAL000338,2026-05-11,STR004,PRD007,4,1999.0,7996.0
SAL000339,2026-05-11,STR004,PRD009,7,299.0,2093.0
SAL000340,2026-05-11,STR004,PRD011,1,1599.0,1599.0
SAL000341,2026-05-11,STR004,PRD017,3,649.0,1947.0
SAL000342,2026-05-11,STR004,PRD018,1,899.0,899.0
SAL000343,2026-05-11,STR004,PRD026,4,299.0,1196.0
SAL000344,2026-05-11,STR004,PRD028,4,499.0,1996.0
SAL000345,2026-05-11,STR004,PRD030,4,199.0,796.0
SAL000346,2026-05-11,STR004,PRD031,4,999.0,3996.0
SAL000347,2026-05-11,STR004,PRD032,1,699.0,699.0
SAL000348,2026-05-11,STR004,PRD036,4,329.0,1316.0
SAL000349,2026-05-11,STR004,PRD038,4,429.0,1716.0
SAL000350,2026-05-11,STR004,PRD040,4,249.0,996.0
SAL000351,2026-05-12,STR001,PRD001,5,599.0,2995.0
SAL000352,2026-05-12,STR001,PRD003,2,3499.0,6998.0
SAL000353,2026-05-12,STR001,PRD004,7,1199.0,8393.0
SAL000354,2026-05-12,STR001,PRD006,3,1799.0,5397.0
SAL000355,2026-05-12,STR001,PRD007,5,1999.0,9995.0
SAL000356,2026-05-12,STR001,PRD008,1,1499.0,1499.0
SAL000357,2026-05-12,STR001,PRD009,7,299.0,2093.0
SAL000358,2026-05-12,STR001,PRD010,6,1299.0,7794.0
SAL000359,2026-05-12,STR001,PRD014,1,899.0,899.0
SAL000360,2026-05-12,STR001,PRD015,3,449.0,1347.0
SAL000361,2026-05-12,STR001,PRD017,1,649.0,649.0
SAL000362,2026-05-12,STR001,PRD022,1,599.0,599.0
SAL000363,2026-05-12,STR001,PRD024,4,1499.0,5996.0
SAL000364,2026-05-12,STR001,PRD025,2,1899.0,3798.0
SAL000365,2026-05-12,STR001,PRD027,4,179.0,716.0
SAL000366,2026-05-12,STR001,PRD028,5,499.0,2495.0
SAL000367,2026-05-12,STR001,PRD030,5,199.0,995.0
SAL000368,2026-05-12,STR001,PRD035,6,449.0,2694.0
SAL000369,2026-05-12,STR001,PRD036,5,329.0,1645.0
SAL000370,2026-05-12,STR001,PRD039,7,299.0,2093.0
SAL000371,2026-05-12,STR001,PRD040,7,249.0,1743.0
SAL000372,2026-05-12,STR002,PRD001,6,599.0,3594.0
SAL000373,2026-05-12,STR002,PRD002,1,2899.0,2899.0
SAL000374,2026-05-12,STR002,PRD004,2,1199.0,2398.0
SAL000375,2026-05-12,STR002,PRD007,2,1999.0,3998.0
SAL000376,2026-05-12,STR002,PRD008,3,1499.0,4497.0
SAL000377,2026-05-12,STR002,PRD009,3,299.0,897.0
SAL000378,2026-05-12,STR002,PRD011,2,1599.0,3198.0
SAL000379,2026-05-12,STR002,PRD012,2,199.0,398.0
SAL000380,2026-05-12,STR002,PRD013,2,249.0,498.0
SAL000381,2026-05-12,STR002,PRD015,3,449.0,1347.0
SAL000382,2026-05-12,STR002,PRD017,2,649.0,1298.0
SAL000383,2026-05-12,STR002,PRD020,1,1499.0,1499.0
SAL000384,2026-05-12,STR002,PRD021,3,1099.0,3297.0
SAL000385,2026-05-12,STR002,PRD023,3,1299.0,3897.0
SAL000386,2026-05-12,STR002,PRD024,3,1499.0,4497.0
SAL000387,2026-05-12,STR002,PRD025,5,1899.0,9495.0
SAL000388,2026-05-12,STR002,PRD026,8,299.0,2392.0
SAL000389,2026-05-12,STR002,PRD027,5,179.0,895.0
SAL000390,2026-05-12,STR002,PRD029,1,349.0,349.0
SAL000391,2026-05-12,STR002,PRD030,3,199.0,597.0
SAL000392,2026-05-12,STR002,PRD032,2,699.0,1398.0
SAL000393,2026-05-12,STR002,PRD035,2,449.0,898.0
SAL000394,2026-05-12,STR002,PRD036,6,329.0,1974.0
SAL000395,2026-05-12,STR002,PRD038,5,429.0,2145.0
SAL000396,2026-05-12,STR002,PRD039,2,299.0,598.0
SAL000397,2026-05-12,STR002,PRD040,3,249.0,747.0
SAL000398,2026-05-12,STR003,PRD001,4,599.0,2396.0
SAL000399,2026-05-12,STR003,PRD004,5,1199.0,5995.0
SAL000400,2026-05-12,STR003,PRD006,4,1799.0,7196.0
SAL000401,2026-05-12,STR003,PRD007,5,1999.0,9995.0
SAL000402,2026-05-12,STR003,PRD008,1,1499.0,1499.0
SAL000403,2026-05-12,STR003,PRD013,4,249.0,996.0
SAL000404,2026-05-12,STR003,PRD015,4,449.0,1796.0
SAL000405,2026-05-12,STR003,PRD016,1,1199.0,1199.0
SAL000406,2026-05-12,STR003,PRD017,3,649.0,1947.0
SAL000407,2026-05-12,STR003,PRD020,4,1499.0,5996.0
SAL000408,2026-05-12,STR003,PRD021,1,1099.0,1099.0
SAL000409,2026-05-12,STR003,PRD022,1,599.0,599.0
SAL000410,2026-05-12,STR003,PRD024,2,1499.0,2998.0
SAL000411,2026-05-12,STR003,PRD026,6,299.0,1794.0
SAL000412,2026-05-12,STR003,PRD028,5,499.0,2495.0
SAL000413,2026-05-12,STR003,PRD029,4,349.0,1396.0
SAL000414,2026-05-12,STR003,PRD034,2,399.0,798.0
SAL000415,2026-05-12,STR003,PRD035,2,449.0,898.0
SAL000416,2026-05-12,STR003,PRD036,2,329.0,658.0
SAL000417,2026-05-12,STR003,PRD037,3,379.0,1137.0
SAL000418,2026-05-12,STR003,PRD038,3,429.0,1287.0
SAL000419,2026-05-12,STR003,PRD039,5,299.0,1495.0
SAL000420,2026-05-12,STR003,PRD040,6,249.0,1494.0
